document_id,token_index,sentence_index,token_text,lemma,pos,domain_class,target_abs_delta_z,target_delta_z,pos_norm,pos_norm_sq,pos_norm_cu,sent_relative_pos,is_sent_initial,is_sent_final,dist_sent_start,dist_sent_end,is_noun,is_verb,is_adj,is_adv,is_cs,is_bio,is_eli5,is_fin,window_count,token_len,syllable_est,clean_rate,n_trials,self_information,candidate_entropy
cli_input,43,0,correct,correct,JJ,finance,0.28193703526332003,-0.28193703526332003,0.1016548463356974,0.01033370778353425,0.0010504714768131743,0.7948717948717948,0.0,0.0,62.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,1.0,5.0,11.836740757757024,3.3923174227787602
cli_input,43,0,discontinue,discontinue,VB,general,0.05670212528869911,0.041555150415232146,0.1382636655948553,0.019116841223725978,0.002643164542187193,0.8076923076923077,0.0,0.0,63.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5.0,1.0,5.0,12.836740757757024,4.044394119358453
cli_input,45,0,formed,form,VBD,general,0.17119428760236294,-0.03497161891883298,0.08946322067594434,0.008003667853712714,0.0007160339034136624,0.8205128205128205,0.0,0.0,64.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,5.0,12.251778257035868,3.169925001442312
cli_input,46,0,investigate,investigate,VB,general,0.07762107845048902,0.009209710955904527,0.14511041009463724,0.021057031117833795,0.0030555944208844,0.8333333333333334,0.0,0.0,65.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,5.0,1.0,5.0,12.836740757757024,4.044394119358453
cli_input,46,0,phase,phase,NN,general,0.16062635791742824,-0.16062635791742824,0.060526315789473685,0.0036634349030470917,0.00022173421781600817,0.8461538461538461,0.0,0.0,66.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,1.0,5.0,12.836740757757024,2.9068905956085187
cli_input,47,0,selection,selection,NN,general,0.15164740038248564,-0.09793047287232852,0.1087962962962963,0.011836634087791495,0.0012877819493662044,0.8589743589743589,0.0,0.0,67.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0,1.0,5.0,12.836740757757024,3.7548875021634687
cli_input,48,0,manner,manner,NN,general,0.18422822842861236,-0.18422822842861236,0.08053691275167785,0.00648619431557137,0.0005223780656836003,0.8717948717948718,0.0,0.0,68.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,5.0,12.836740757757024,3.169925001442312
cli_input,48,0,immediately,immediately,RB,finance,0.12873567385106494,-0.12774981838188187,0.11374407582938388,0.01293771478628063,0.0014715884117096451,0.8846153846153846,0.0,0.0,69.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,6.0,0.0,4.0,12.836740757757024,4.044394119358453
cli_input,48,0,kind,kind,NN,general,0.0665484416990684,-0.014356235391874339,0.06741573033707865,0.004544880696881706,0.0003063964514751712,0.8974358974358975,0.0,0.0,70.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,5.0,12.251778257035868,2.584962500721156
cli_input,48,0,bodies,body,NNS,general,0.11622620131879939,-0.07160426942544573,0.07868852459016394,0.006191883902176835,0.00048723020869588215,0.9102564102564102,0.0,0.0,71.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.8,5.0,12.836740757757024,3.169925001442312
